index,date,orgunit,orgunituid,mech_code,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
116,1/3/2022,Miluki Dispensary,KtEDXzEn7LC,160356,Kenya,Bungoma,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1/3/2022,Mission of Mercy Clinic,oOjjsQpzjai,160356,Kenya,Bungoma,0,1,6,10,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1/3/2022,Moding Health Centre,f5cvoWbjtFp,160356,Kenya,Busia,1,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1/3/2022,Moru Karisa Dispensary,rPm58PqHxgH,160356,Kenya,Busia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1/3/2022,Mt  Elgon District Hospital,PWoLzr8E74J,160356,Kenya,Bungoma,1,1,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1/3/2022,Mukhe Dispensary,VNIxqiyYviY,160356,Kenya,Bungoma,1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1/3/2022,Mukhobola Health Centre,GetoL576xIa,160356,Kenya,Busia,1,0,38,3,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1/3/2022,Mumbule Dispensary,vKl0gQtOJTK,160356,Kenya,Bungoma,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1/3/2022,Munongo Dispensary,bk2yyGFDTPJ,160356,Kenya,Busia,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1/3/2022,Musibiriri Dispensary,nmT3c6J0qm6,160356,Kenya,Busia,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1/3/2022,Naitiri Health Centre,o22aeQocyro,160356,Kenya,Bungoma,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1/3/2022,NALONDO MODEL,ZlJVccpv7Nz,160356,Kenya,Bungoma,0,4,20,12,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1/3/2022,Nambale Health Centre,o4BQxttykwz,160356,Kenya,Busia,2,0,43,17,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1/3/2022,Namboboto Dispensary,HVrTHMwXJac,160356,Kenya,Busia,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1/3/2022,Nambuku Dispensary,YjOvVIYu5YX,160356,Kenya,Busia,0,0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1/3/2022,Namuduru Dispensary,e3PNeQuyXaO,160356,Kenya,Busia,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1/3/2022,Namwatikho Dispensary,Z2bj20CCTD4,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1/3/2022,Nangina Dispensary,cT5i18tOkMo,160356,Kenya,Busia,0,0,12,3,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1/3/2022,Nasewa Health Centre,rM5O03z84as,160356,Kenya,Busia,1,1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1/3/2022,Nasianda Dispensary,vhjabLtO5ea,160356,Kenya,Bungoma,1,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1/3/2022,Nasira Dispensary,tW9Eqx2Yu5w,160356,Kenya,Busia,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1/3/2022,Nasusi Dispensary,WVE68yPcN3Z,160356,Kenya,Bungoma,1,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1/3/2022,Ndalu Health Centre,qGcFzdv2TZs,160356,Kenya,Bungoma,2,1,23,2,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1/3/2022,Ngalasia Dispensary,QW8GxDFE6QW,160356,Kenya,Bungoma,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1/3/2022,Nzoia Medical Center,Vf6NJcHF0fw,160356,Kenya,Bungoma,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1/3/2022,Nzoia Sugar Dispensary,xOjic24Tpja,160356,Kenya,Bungoma,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1/3/2022,Obekai Dispensary,KdKugqDXEnh,160356,Kenya,Busia,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1/3/2022,Ochude Dispensary,jKKw1dy8LIS,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1/3/2022,Okook dispensary,o6JdBwPsB1s,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1/3/2022,"Osieko
",SNsliDpDOAb,160356,Kenya,Busia,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1/3/2022,Port Victoria Hospital,AFUtMal1x9t,160356,Kenya,Busia,1,0,38,11,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1/3/2022,Rukala Model Health Centre,gMnadsO4xOm,160356,Kenya,Busia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1/3/2022,Rumbiye Dispensary,pZIdIDeC151,160356,Kenya,Busia,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1/3/2022,"Sango Natiri Dispensary
",njbrtwTnUgK,160356,Kenya,Bungoma,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1/3/2022,Siboti Dispensary,ViTufXPTHNr,160356,Kenya,Bungoma,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1/3/2022,Sikarira Dispensary,Voj10cNZEXG,160356,Kenya,Busia,0,1,10,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1/3/2022,Sikulu Dispensary,CFxrq4Lx6EQ,160356,Kenya,Bungoma,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1/3/2022,SIKUSI DISPENSARY,uwFkdN20Bpe,160356,Kenya,Bungoma,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1/3/2022,Sinoko Dispensary (Bungoma East),zrIK7afMUCu,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1/3/2022,Sio Port Hospital,qjCasCWHc2v,160356,Kenya,Busia,0,1,25,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1/3/2022,"Sirakaru Dispensary
",e5DyaMFPIJU,160356,Kenya,Bungoma,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1/3/2022,Sirimba Dispensary,cc0dGeyT2cR,160356,Kenya,Busia,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1/3/2022,Sirisia Hospital,jpl0VQFR9zs,160356,Kenya,Bungoma,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1/3/2022,Sisenye Dispensary,Tu2I2nfZkES,160356,Kenya,Busia,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1/3/2022,Sitikho Dispensary,dJjFbjy7OjY,160356,Kenya,Bungoma,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1/3/2022,Soteni Dispensary,jnIjT2WEUOh,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1/3/2022,St Claires Dispensary,j2BYCkaBLcw,160356,Kenya,Busia,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1/3/2022,St Damiano Nursing Home,uGhU818IHWB,160356,Kenya,Bungoma,1,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1/3/2022,Survivors Organization Clinic,IZAt0XMwgKT,160356,Kenya,Busia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1/3/2022,Tamlega Dispensary,x1JIHL2JglD,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1/3/2022,Tanaka Nursing Home,hyR1lmptMdf,160356,Kenya,Busia,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1/3/2022,Teso District Hospital,XF3X3NXmQvZ,160356,Kenya,Busia,0,1,45,10,0,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1/3/2022,Tongaren Model Health Centre,eS9Lcy9tnaH,160356,Kenya,Bungoma,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1/3/2022,Tuikut Dispensary,qmu8BtWrOc2,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1/3/2022,Webuye County Hospital,XIR0d6svlZM,160356,Kenya,Bungoma,0,0,62,3,0,0,6,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1/3/2022,Webuye Health Centre,eU2iCOzWLFF,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1/3/2022,Your Family Clinic,BQUyDrzHliq,160356,Kenya,Busia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1/10/2022,Aboloi Dispensary,VmemRezEHJf,160356,Kenya,Busia,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1/10/2022,Ace Africa (k) Wellness Centre,nEwHdsmfYro,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1/10/2022,Agenga Dispensary (Samia),FXx0gjbN8Gh,160356,Kenya,Busia,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1/10/2022,Akichelesit Dispensary,jENzK3UPZdA,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1/10/2022,AKUKURANUT DROP OFF POINT,b4KYUIrpGLo,160356,Kenya,Busia,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1/10/2022,Alupe Sub-District Hospital,YAAfNu5mPkN,160356,Kenya,Busia,2,2,18,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1/10/2022,Amase Dispensary,y970BRCblm2,160356,Kenya,Busia,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1/10/2022,Amongura Community Dispensary,CAqv1omGcks,160356,Kenya,Busia,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1/10/2022,Amukura Health Centre,lPtKlICjPxX,160356,Kenya,Busia,3,1,35,17,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1/10/2022,Amukura Mission Health Centre,t7QovwGLDdG,160356,Kenya,Busia,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1/10/2022,Angurai Health Centre,YEv8donVGqk,160356,Kenya,Busia,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1/10/2022,Apokor Dispensary,sbFUP805zWE,160356,Kenya,Busia,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1/10/2022,Bahai Dispensary,LJWFEcg7hmT,160356,Kenya,Bungoma,0,0,15,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1/10/2022,BITUYU DISPENSARY,LmzDEHTbI2m,160356,Kenya,Bungoma,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1/10/2022,Bokoli Hospital,XmjO4q9aUM9,160356,Kenya,Bungoma,0,0,23,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1/10/2022,"Buburi Community Clinic
",ZbpfxijngHi,160356,Kenya,Busia,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1/10/2022,Budalangi Dispensary,ktQ7e4F9wxF,160356,Kenya,Busia,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1/10/2022,Buduta Dispensary,SqSsbV4bSpD,160356,Kenya,Busia,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1/10/2022,Bujumba Dispensary,h48gbH8KT2V,160356,Kenya,Busia,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1/10/2022,Bukalama Dispensary,M4BqVk6KUjZ,160356,Kenya,Busia,0,0,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1/10/2022,Bukembe Dispensary,KB2SvXgUyqF,160356,Kenya,Bungoma,0,2,20,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1/10/2022,Bukhalalire Dispensary,kfCzFb8tlwW,160356,Kenya,Busia,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1/10/2022,Bulondo Dispensary,Y1zRINzIXio,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1/10/2022,Bumala A Health Centre,M60SMSo4OLr,160356,Kenya,Busia,1,0,40,11,0,0,2,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1/10/2022,Bumala B Health Centre,CEMOxsrWE5I,160356,Kenya,Busia,1,0,19,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1/10/2022,Bumula Health Centre,z52pEBVkfXY,160356,Kenya,Bungoma,0,0,44,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1/10/2022,Bumutiru Dispensary,naKEpwTPUs6,160356,Kenya,Busia,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1/10/2022,Bungoma District Hospital,UooJgpSFOqa,160356,Kenya,Bungoma,2,0,154,17,0,0,6,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1/10/2022,Burinda Dispensary,EBUpTsxhvK9,160356,Kenya,Busia,0,0,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1/10/2022,Burumba Dispensary,UyiaY8Scno8,160356,Kenya,Busia,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1/10/2022,Busembe Dispensary,oegFn5RMeYO,160356,Kenya,Busia,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1/10/2022,Busia District Hospital,dtwpYmhFy33,160356,Kenya,Busia,6,6,121,38,0,0,8,2,0,0,7,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1/10/2022,Busia Trailer Park clinic,nOWJqElZhP9,160356,Kenya,Busia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1/10/2022,Busibwabo Dispensary,R4Ve9Lt6L9C,160356,Kenya,Busia,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1/10/2022,Butula Health Centre,Qocyv35m0Nf,160356,Kenya,Busia,0,0,14,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1/10/2022,Bwaliro Dispensary,whynSNm87YA,160356,Kenya,Busia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1/10/2022,Changara (GOK) Dispensary,DAxxg53q9fU,160356,Kenya,Busia,1,0,15,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1/10/2022,Chebukaka Dispensary,pG0p8FK7YmI,160356,Kenya,Bungoma,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1/10/2022,Chemwa Bridge Dispensary,SIKmfgDookA,160356,Kenya,Bungoma,0,0,9,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1/10/2022,Chepkube Dispensary,qsC49uGV0Fp,160356,Kenya,Bungoma,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1/10/2022,Cheptais Health Centre,iZlA9MlFLr5,160356,Kenya,Bungoma,0,0,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1/10/2022,Chesikaki  Dispensary,KgOG8haQSYD,160356,Kenya,Bungoma,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1/10/2022,Chwele District Hospital,Fg9M9uoYLki,160356,Kenya,Bungoma,1,1,43,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1/10/2022,Dreamland MC Health Centre,aTAAPAQGkZv,160356,Kenya,Bungoma,0,0,14,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1/10/2022,Ekitale Dispensary,tu4s1UAwayi,160356,Kenya,Bungoma,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1/10/2022,Elgon View Medical Cottage,XZnvIXKZQ9r,160356,Kenya,Bungoma,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1/10/2022,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,160356,Kenya,Bungoma,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1/10/2022,Igara Dispensary,run3jBEUUAb,160356,Kenya,Busia,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1/10/2022,"Ikonzo Dispensary
",dolByQey3Sb,160356,Kenya,Busia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1/10/2022,Kaborom Dispensary,b5g5NWTr0ra,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1/10/2022,Kaboywo Dispensary,pCKdctm1g93,160356,Kenya,Bungoma,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1/10/2022,Kabuchai Health Centre,JtGMSyjptFp,160356,Kenya,Bungoma,0,0,9,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1/10/2022,Kabula Dispensary,Q14wNp3gAl7,160356,Kenya,Bungoma,0,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1/10/2022,"Kamolo Dispensary
",OlUqw5yZsex,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1/10/2022,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,160356,Kenya,Bungoma,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1/10/2022,Kamukuywa Dispensary,RoAE3VuiYL1,160356,Kenya,Bungoma,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1/10/2022,Kamuneru Dispensary,Yp3BnYNLvZj,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1/10/2022,Kamuriai,dwrpLUYMEdt,160356,Kenya,Busia,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1/10/2022,Kanganga Dispensary,ybsYnHonB87,160356,Kenya,Bungoma,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1/10/2022,Kapkateny Dispensary,Qp4WaDd09Xa,160356,Kenya,Bungoma,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1/10/2022,Kaptama Health Centre,obyEts24y95,160356,Kenya,Bungoma,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1/10/2022,Kaptanai Dispensary,fMO8Zdwefcq,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
